municipio,periodo,quantidade
Piracanjuba,Dezembro de 2024,0
Piracanjuba,Dezembro de 2023,0
Piracanjuba,Dezembro de 2022,0
Piracanjuba,Julho de 2024,0
Piracanjuba,Julho de 2023,0
Piracanjuba,Julho de 2022,0
Piracanjuba,Abril de 2024,0
Piracanjuba,Abril de 2023,0
Piracanjuba,Abril de 2022,0
Itauçu,Agosto de 2024,0
Itauçu,Agosto de 2023,0
Itauçu,Agosto de 2022,1
Itauçu,Março de 2024,0
Itauçu,Março de 2023,0
Itauçu,Março de 2022,0
Itauçu,Setembro de 2024,0
Itauçu,Setembro de 2023,1
Itauçu,Setembro de 2022,0
Itauçu,Janeiro de 2024,0
Itauçu,Janeiro de 2023,0
Itauçu,Janeiro de 2022,0
Itauçu,Maio de 2024,1
Itauçu,Maio de 2023,0
Itauçu,Maio de 2022,0
Itauçu,Junho de 2024,0
Itauçu,Junho de 2023,0
Itauçu,Junho de 2022,0
Itauçu,Fevereiro de 2024,0
Itauçu,Fevereiro de 2023,0
Itauçu,Fevereiro de 2022,0
Itauçu,Outubro de 2024,0
Itauçu,Outubro de 2023,0
Itauçu,Outubro de 2022,0
Itauçu,N/A de 2024,0
Itauçu,N/A de 2023,0
Itauçu,N/A de 2022,0
Itauçu,Novembro de 2024,0
Itauçu,Novembro de 2023,0
Itauçu,Novembro de 2022,0
Itauçu,Dezembro de 2024,0
Itauçu,Dezembro de 2023,0
Itauçu,Dezembro de 2022,0
Itauçu,Julho de 2024,0
Itauçu,Julho de 2023,0
Itauçu,Julho de 2022,0
Itauçu,Abril de 2024,0
Itauçu,Abril de 2023,1
Itauçu,Abril de 2022,0
Mossâmedes,Agosto de 2024,0
Mossâmedes,Agosto de 2023,0
Mossâmedes,Agosto de 2022,0
Mossâmedes,Março de 2024,0
Mossâmedes,Março de 2023,0
Mossâmedes,Março de 2022,0
Mossâmedes,Setembro de 2024,0
Mossâmedes,Setembro de 2023,0
Mossâmedes,Setembro de 2022,0
Mossâmedes,Janeiro de 2024,1
Mossâmedes,Janeiro de 2023,0
Mossâmedes,Janeiro de 2022,0
Mossâmedes,Maio de 2024,0
Mossâmedes,Maio de 2023,2
Mossâmedes,Maio de 2022,0
Mossâmedes,Junho de 2024,0
Mossâmedes,Junho de 2023,0
Mossâmedes,Junho de 2022,0
Mossâmedes,Fevereiro de 2024,0
Mossâmedes,Fevereiro de 2023,0
Mossâmedes,Fevereiro de 2022,0
Mossâmedes,Outubro de 2024,0
Mossâmedes,Outubro de 2023,0
Mossâmedes,Outubro de 2022,0
Mossâmedes,N/A de 2024,0
Mossâmedes,N/A de 2023,0
Mossâmedes,N/A de 2022,0
Mossâmedes,Novembro de 2024,0
Mossâmedes,Novembro de 2023,1
Mossâmedes,Novembro de 2022,1
Mossâmedes,Dezembro de 2024,0
Mossâmedes,Dezembro de 2023,1
Mossâmedes,Dezembro de 2022,0
Mossâmedes,Julho de 2024,0
Mossâmedes,Julho de 2023,0
Mossâmedes,Julho de 2022,0
Mossâmedes,Abril de 2024,1
Mossâmedes,Abril de 2023,0
Mossâmedes,Abril de 2022,0
Pirenópolis,Agosto de 2024,0
Pirenópolis,Agosto de 2023,1
Pirenópolis,Agosto de 2022,0
Pirenópolis,Março de 2024,1
Pirenópolis,Março de 2023,0
Pirenópolis,Março de 2022,1
Pirenópolis,Setembro de 2024,0
Pirenópolis,Setembro de 2023,0
Pirenópolis,Setembro de 2022,0
Pirenópolis,Janeiro de 2024,0
Pirenópolis,Janeiro de 2023,1
Pirenópolis,Janeiro de 2022,2
Pirenópolis,Maio de 2024,0
Pirenópolis,Maio de 2023,0
Pirenópolis,Maio de 2022,0
Pirenópolis,Junho de 2024,0
Pirenópolis,Junho de 2023,1
Pirenópolis,Junho de 2022,0
Pirenópolis,Fevereiro de 2024,1
Pirenópolis,Fevereiro de 2023,0
Pirenópolis,Fevereiro de 2022,0
Pirenópolis,Outubro de 2024,0
Pirenópolis,Outubro de 2023,0
Pirenópolis,Outubro de 2022,1
Pirenópolis,N/A de 2024,0
Pirenópolis,N/A de 2023,0
Pirenópolis,N/A de 2022,0
Pirenópolis,Novembro de 2024,0
Pirenópolis,Novembro de 2023,1
Pirenópolis,Novembro de 2022,1
Pirenópolis,Dezembro de 2024,0
Pirenópolis,Dezembro de 2023,1
Pirenópolis,Dezembro de 2022,1
Pirenópolis,Julho de 2024,0
Pirenópolis,Julho de 2023,0
Pirenópolis,Julho de 2022,0
Pirenópolis,Abril de 2024,0
Pirenópolis,Abril de 2023,0
Pirenópolis,Abril de 2022,0
Santa Tereza de Goiás,Agosto de 2024,0
Santa Tereza de Goiás,Agosto de 2023,0
Santa Tereza de Goiás,Agosto de 2022,1
Santa Tereza de Goiás,Março de 2024,0
Santa Tereza de Goiás,Março de 2023,0
Santa Tereza de Goiás,Março de 2022,0
Santa Tereza de Goiás,Setembro de 2024,0
Santa Tereza de Goiás,Setembro de 2023,0
Santa Tereza de Goiás,Setembro de 2022,0
Santa Tereza de Goiás,Janeiro de 2024,0
Santa Tereza de Goiás,Janeiro de 2023,0
Santa Tereza de Goiás,Janeiro de 2022,1
Santa Tereza de Goiás,Maio de 2024,0
Santa Tereza de Goiás,Maio de 2023,0
Santa Tereza de Goiás,Maio de 2022,0
Santa Tereza de Goiás,Junho de 2024,0
Santa Tereza de Goiás,Junho de 2023,0
Santa Tereza de Goiás,Junho de 2022,0
Santa Tereza de Goiás,Fevereiro de 2024,0
Santa Tereza de Goiás,Fevereiro de 2023,0
Santa Tereza de Goiás,Fevereiro de 2022,0
Santa Tereza de Goiás,Outubro de 2024,0
Santa Tereza de Goiás,Outubro de 2023,0
Santa Tereza de Goiás,Outubro de 2022,0
Santa Tereza de Goiás,N/A de 2024,0
Santa Tereza de Goiás,N/A de 2023,0
Santa Tereza de Goiás,N/A de 2022,0
Santa Tereza de Goiás,Novembro de 2024,0
Santa Tereza de Goiás,Novembro de 2023,0
Santa Tereza de Goiás,Novembro de 2022,0
Santa Tereza de Goiás,Dezembro de 2024,0
Santa Tereza de Goiás,Dezembro de 2023,0
Santa Tereza de Goiás,Dezembro de 2022,0
Santa Tereza de Goiás,Julho de 2024,0
Santa Tereza de Goiás,Julho de 2023,0
Santa Tereza de Goiás,Julho de 2022,0
Santa Tereza de Goiás,Abril de 2024,1
Santa Tereza de Goiás,Abril de 2023,0
Santa Tereza de Goiás,Abril de 2022,0
Abadia de Goiás,Agosto de 2024,0
Abadia de Goiás,Agosto de 2023,0
Abadia de Goiás,Agosto de 2022,1
Abadia de Goiás,Março de 2024,0
Abadia de Goiás,Março de 2023,0
Abadia de Goiás,Março de 2022,0
Abadia de Goiás,Setembro de 2024,0
Abadia de Goiás,Setembro de 2023,3
Abadia de Goiás,Setembro de 2022,0
Abadia de Goiás,Janeiro de 2024,0
Abadia de Goiás,Janeiro de 2023,0
Abadia de Goiás,Janeiro de 2022,0
Abadia de Goiás,Maio de 2024,0
Abadia de Goiás,Maio de 2023,1
Abadia de Goiás,Maio de 2022,0
Abadia de Goiás,Junho de 2024,0
Abadia de Goiás,Junho de 2023,0
Abadia de Goiás,Junho de 2022,0
Abadia de Goiás,Fevereiro de 2024,1
Abadia de Goiás,Fevereiro de 2023,0
Abadia de Goiás,Fevereiro de 2022,0
Abadia de Goiás,Outubro de 2024,0
Abadia de Goiás,Outubro de 2023,1
Abadia de Goiás,Outubro de 2022,0
Abadia de Goiás,N/A de 2024,0
Abadia de Goiás,N/A de 2023,0
Abadia de Goiás,N/A de 2022,0
Abadia de Goiás,Novembro de 2024,0
Abadia de Goiás,Novembro de 2023,1
Abadia de Goiás,Novembro de 2022,0
Abadia de Goiás,Dezembro de 2024,0
Abadia de Goiás,Dezembro de 2023,0
Abadia de Goiás,Dezembro de 2022,0
Abadia de Goiás,Julho de 2024,0
Abadia de Goiás,Julho de 2023,0
Abadia de Goiás,Julho de 2022,0
Abadia de Goiás,Abril de 2024,0
Abadia de Goiás,Abril de 2023,0
Abadia de Goiás,Abril de 2022,0
São Miguel do Araguaia,Agosto de 2024,0
São Miguel do Araguaia,Agosto de 2023,0
São Miguel do Araguaia,Agosto de 2022,0
São Miguel do Araguaia,Março de 2024,0
São Miguel do Araguaia,Março de 2023,1
São Miguel do Araguaia,Março de 2022,0
São Miguel do Araguaia,Setembro de 2024,0
São Miguel do Araguaia,Setembro de 2023,1
São Miguel do Araguaia,Setembro de 2022,0
São Miguel do Araguaia,Janeiro de 2024,1
São Miguel do Araguaia,Janeiro de 2023,2
São Miguel do Araguaia,Janeiro de 2022,0
São Miguel do Araguaia,Maio de 2024,0
São Miguel do Araguaia,Maio de 2023,1
São Miguel do Araguaia,Maio de 2022,0
São Miguel do Araguaia,Junho de 2024,1
São Miguel do Araguaia,Junho de 2023,0
São Miguel do Araguaia,Junho de 2022,0
São Miguel do Araguaia,Fevereiro de 2024,1
São Miguel do Araguaia,Fevereiro de 2023,0
São Miguel do Araguaia,Fevereiro de 2022,0
São Miguel do Araguaia,Outubro de 2024,0
São Miguel do Araguaia,Outubro de 2023,0
São Miguel do Araguaia,Outubro de 2022,0
São Miguel do Araguaia,N/A de 2024,0
São Miguel do Araguaia,N/A de 2023,0
São Miguel do Araguaia,N/A de 2022,0
São Miguel do Araguaia,Novembro de 2024,0
São Miguel do Araguaia,Novembro de 2023,0
São Miguel do Araguaia,Novembro de 2022,0
São Miguel do Araguaia,Dezembro de 2024,0
São Miguel do Araguaia,Dezembro de 2023,1
São Miguel do Araguaia,Dezembro de 2022,0
São Miguel do Araguaia,Julho de 2024,0
São Miguel do Araguaia,Julho de 2023,0
São Miguel do Araguaia,Julho de 2022,0
São Miguel do Araguaia,Abril de 2024,0
São Miguel do Araguaia,Abril de 2023,0
São Miguel do Araguaia,Abril de 2022,1
São Luíz do Norte,Agosto de 2024,0
São Luíz do Norte,Agosto de 2023,0
São Luíz do Norte,Agosto de 2022,2
São Luíz do Norte,Março de 2024,0
São Luíz do Norte,Março de 2023,0
São Luíz do Norte,Março de 2022,0
São Luíz do Norte,Setembro de 2024,0
São Luíz do Norte,Setembro de 2023,0
São Luíz do Norte,Setembro de 2022,0
São Luíz do Norte,Janeiro de 2024,0
São Luíz do Norte,Janeiro de 2023,0
São Luíz do Norte,Janeiro de 2022,0
São Luíz do Norte,Maio de 2024,0
São Luíz do Norte,Maio de 2023,0
São Luíz do Norte,Maio de 2022,0
São Luíz do Norte,Junho de 2024,0
São Luíz do Norte,Junho de 2023,0
São Luíz do Norte,Junho de 2022,0
São Luíz do Norte,Fevereiro de 2024,0
São Luíz do Norte,Fevereiro de 2023,0
São Luíz do Norte,Fevereiro de 2022,0
São Luíz do Norte,Outubro de 2024,0
São Luíz do Norte,Outubro de 2023,0
São Luíz do Norte,Outubro de 2022,0
São Luíz do Norte,N/A de 2024,0
São Luíz do Norte,N/A de 2023,0
São Luíz do Norte,N/A de 2022,0
São Luíz do Norte,Novembro de 2024,0
São Luíz do Norte,Novembro de 2023,0
São Luíz do Norte,Novembro de 2022,0
São Luíz do Norte,Dezembro de 2024,0
São Luíz do Norte,Dezembro de 2023,0
São Luíz do Norte,Dezembro de 2022,0
São Luíz do Norte,Julho de 2024,0
São Luíz do Norte,Julho de 2023,0
São Luíz do Norte,Julho de 2022,0
São Luíz do Norte,Abril de 2024,1
São Luíz do Norte,Abril de 2023,0
São Luíz do Norte,Abril de 2022,0
Cocalzinho de Goiás,Agosto de 2024,0
Cocalzinho de Goiás,Agosto de 2023,0
Cocalzinho de Goiás,Agosto de 2022,0
Cocalzinho de Goiás,Março de 2024,0
Cocalzinho de Goiás,Março de 2023,0
Cocalzinho de Goiás,Março de 2022,0
Cocalzinho de Goiás,Setembro de 2024,0
Cocalzinho de Goiás,Setembro de 2023,0
Cocalzinho de Goiás,Setembro de 2022,1
Cocalzinho de Goiás,Janeiro de 2024,0
Cocalzinho de Goiás,Janeiro de 2023,0
Cocalzinho de Goiás,Janeiro de 2022,0
Cocalzinho de Goiás,Maio de 2024,0
Cocalzinho de Goiás,Maio de 2023,0
Cocalzinho de Goiás,Maio de 2022,0
Cocalzinho de Goiás,Junho de 2024,1
Cocalzinho de Goiás,Junho de 2023,0
Cocalzinho de Goiás,Junho de 2022,0
Cocalzinho de Goiás,Fevereiro de 2024,0
Cocalzinho de Goiás,Fevereiro de 2023,1
Cocalzinho de Goiás,Fevereiro de 2022,0
Cocalzinho de Goiás,Outubro de 2024,0
Cocalzinho de Goiás,Outubro de 2023,0
Cocalzinho de Goiás,Outubro de 2022,0
Cocalzinho de Goiás,N/A de 2024,0
Cocalzinho de Goiás,N/A de 2023,0
Cocalzinho de Goiás,N/A de 2022,0
Cocalzinho de Goiás,Novembro de 2024,0
Cocalzinho de Goiás,Novembro de 2023,0
Cocalzinho de Goiás,Novembro de 2022,1
Cocalzinho de Goiás,Dezembro de 2024,0
Cocalzinho de Goiás,Dezembro de 2023,0
Cocalzinho de Goiás,Dezembro de 2022,0
Cocalzinho de Goiás,Julho de 2024,0
Cocalzinho de Goiás,Julho de 2023,0
Cocalzinho de Goiás,Julho de 2022,0
Cocalzinho de Goiás,Abril de 2024,0
Cocalzinho de Goiás,Abril de 2023,0
Cocalzinho de Goiás,Abril de 2022,0
Gouvelândia,Agosto de 2024,0
Gouvelândia,Agosto de 2023,0
Gouvelândia,Agosto de 2022,0
Gouvelândia,Março de 2024,0
Gouvelândia,Março de 2023,0
Gouvelândia,Março de 2022,0
Gouvelândia,Setembro de 2024,0
Gouvelândia,Setembro de 2023,0
Gouvelândia,Setembro de 2022,0
Gouvelândia,Janeiro de 2024,0
Gouvelândia,Janeiro de 2023,0
Gouvelândia,Janeiro de 2022,0
Gouvelândia,Maio de 2024,0
Gouvelândia,Maio de 2023,1
Gouvelândia,Maio de 2022,0
Gouvelândia,Junho de 2024,0
Gouvelândia,Junho de 2023,0
Gouvelândia,Junho de 2022,0
Gouvelândia,Fevereiro de 2024,0
Gouvelândia,Fevereiro de 2023,1
Gouvelândia,Fevereiro de 2022,0
Gouvelândia,Outubro de 2024,0
Gouvelândia,Outubro de 2023,0
Gouvelândia,Outubro de 2022,0
Gouvelândia,N/A de 2024,0
Gouvelândia,N/A de 2023,0
Gouvelândia,N/A de 2022,0
Gouvelândia,Novembro de 2024,0
Gouvelândia,Novembro de 2023,0
Gouvelândia,Novembro de 2022,0
Gouvelândia,Dezembro de 2024,0
Gouvelândia,Dezembro de 2023,0
Gouvelândia,Dezembro de 2022,0
Gouvelândia,Julho de 2024,0
Gouvelândia,Julho de 2023,0
Gouvelândia,Julho de 2022,0
Gouvelândia,Abril de 2024,0
Gouvelândia,Abril de 2023,0
Gouvelândia,Abril de 2022,0
Brazabrantes,Agosto de 2024,0
Brazabrantes,Agosto de 2023,0
Brazabrantes,Agosto de 2022,0
Brazabrantes,Março de 2024,0
Brazabrantes,Março de 2023,0
Brazabrantes,Março de 2022,0
Brazabrantes,Setembro de 2024,0
Brazabrantes,Setembro de 2023,0
Brazabrantes,Setembro de 2022,0
Brazabrantes,Janeiro de 2024,0
Brazabrantes,Janeiro de 2023,0
Brazabrantes,Janeiro de 2022,0
Brazabrantes,Maio de 2024,0
Brazabrantes,Maio de 2023,0
Brazabrantes,Maio de 2022,0
Brazabrantes,Junho de 2024,0
Brazabrantes,Junho de 2023,0
Brazabrantes,Junho de 2022,0
Brazabrantes,Fevereiro de 2024,0
Brazabrantes,Fevereiro de 2023,0
Brazabrantes,Fevereiro de 2022,0
Brazabrantes,Outubro de 2024,0
Brazabrantes,Outubro de 2023,0
Brazabrantes,Outubro de 2022,1
Brazabrantes,N/A de 2024,0
Brazabrantes,N/A de 2023,0
Brazabrantes,N/A de 2022,0
Brazabrantes,Novembro de 2024,0
Brazabrantes,Novembro de 2023,0
Brazabrantes,Novembro de 2022,0
Brazabrantes,Dezembro de 2024,0
Brazabrantes,Dezembro de 2023,0
Brazabrantes,Dezembro de 2022,0
Brazabrantes,Julho de 2024,0
Brazabrantes,Julho de 2023,0
Brazabrantes,Julho de 2022,0
Brazabrantes,Abril de 2024,0
Brazabrantes,Abril de 2023,0
Brazabrantes,Abril de 2022,0
Nova Iguaçu de Goiás,Agosto de 2024,0
Nova Iguaçu de Goiás,Agosto de 2023,0
Nova Iguaçu de Goiás,Agosto de 2022,0
Nova Iguaçu de Goiás,Março de 2024,0
Nova Iguaçu de Goiás,Março de 2023,0
Nova Iguaçu de Goiás,Março de 2022,0
Nova Iguaçu de Goiás,Setembro de 2024,0
Nova Iguaçu de Goiás,Setembro de 2023,0
Nova Iguaçu de Goiás,Setembro de 2022,0
Nova Iguaçu de Goiás,Janeiro de 2024,0
Nova Iguaçu de Goiás,Janeiro de 2023,0
Nova Iguaçu de Goiás,Janeiro de 2022,0
Nova Iguaçu de Goiás,Maio de 2024,0
Nova Iguaçu de Goiás,Maio de 2023,0
Nova Iguaçu de Goiás,Maio de 2022,0
Nova Iguaçu de Goiás,Junho de 2024,0
Nova Iguaçu de Goiás,Junho de 2023,0
Nova Iguaçu de Goiás,Junho de 2022,0
Nova Iguaçu de Goiás,Fevereiro de 2024,0
Nova Iguaçu de Goiás,Fevereiro de 2023,0
Nova Iguaçu de Goiás,Fevereiro de 2022,0
Nova Iguaçu de Goiás,Outubro de 2024,0
Nova Iguaçu de Goiás,Outubro de 2023,0
Nova Iguaçu de Goiás,Outubro de 2022,0
Nova Iguaçu de Goiás,N/A de 2024,0
Nova Iguaçu de Goiás,N/A de 2023,0
Nova Iguaçu de Goiás,N/A de 2022,0
Nova Iguaçu de Goiás,Novembro de 2024,0
Nova Iguaçu de Goiás,Novembro de 2023,0
Nova Iguaçu de Goiás,Novembro de 2022,0
Nova Iguaçu de Goiás,Dezembro de 2024,0
Nova Iguaçu de Goiás,Dezembro de 2023,0
Nova Iguaçu de Goiás,Dezembro de 2022,0
Nova Iguaçu de Goiás,Julho de 2024,0
Nova Iguaçu de Goiás,Julho de 2023,0
Nova Iguaçu de Goiás,Julho de 2022,0
Nova Iguaçu de Goiás,Abril de 2024,0
Nova Iguaçu de Goiás,Abril de 2023,0
Nova Iguaçu de Goiás,Abril de 2022,0
Jataí,Agosto de 2024,0
Jataí,Agosto de 2023,0
Jataí,Agosto de 2022,1
Jataí,Março de 2024,3
Jataí,Março de 2023,0
Jataí,Março de 2022,3
Jataí,Setembro de 2024,0
Jataí,Setembro de 2023,1
Jataí,Setembro de 2022,1
Jataí,Janeiro de 2024,2
Jataí,Janeiro de 2023,0
Jataí,Janeiro de 2022,0
Jataí,Maio de 2024,3
Jataí,Maio de 2023,3
Jataí,Maio de 2022,0
Jataí,Junho de 2024,0
Jataí,Junho de 2023,1
Jataí,Junho de 2022,2
Jataí,Fevereiro de 2024,1
Jataí,Fevereiro de 2023,0
Jataí,Fevereiro de 2022,2
Jataí,Outubro de 2024,0
Jataí,Outubro de 2023,1
Jataí,Outubro de 2022,1
Jataí,N/A de 2024,0
Jataí,N/A de 2023,0
Jataí,N/A de 2022,0
Jataí,Novembro de 2024,0
Jataí,Novembro de 2023,1
Jataí,Novembro de 2022,2
Jataí,Dezembro de 2024,0
Jataí,Dezembro de 2023,2
Jataí,Dezembro de 2022,2
Jataí,Julho de 2024,0
Jataí,Julho de 2023,0
Jataí,Julho de 2022,1
Jataí,Abril de 2024,1
Jataí,Abril de 2023,2
Jataí,Abril de 2022,2
Maurilândia,Agosto de 2024,0
Maurilândia,Agosto de 2023,0
Maurilândia,Agosto de 2022,0
Maurilândia,Março de 2024,0
Maurilândia,Março de 2023,0
Maurilândia,Março de 2022,0
Maurilândia,Setembro de 2024,0
Maurilândia,Setembro de 2023,0
Maurilândia,Setembro de 2022,0
Maurilândia,Janeiro de 2024,0
Maurilândia,Janeiro de 2023,0
Maurilândia,Janeiro de 2022,0
Maurilândia,Maio de 2024,1
Maurilândia,Maio de 2023,0
Maurilândia,Maio de 2022,0
Maurilândia,Junho de 2024,0
Maurilândia,Junho de 2023,0
Maurilândia,Junho de 2022,0
Maurilândia,Fevereiro de 2024,0
Maurilândia,Fevereiro de 2023,0
Maurilândia,Fevereiro de 2022,1
Maurilândia,Outubro de 2024,0
Maurilândia,Outubro de 2023,1
Maurilândia,Outubro de 2022,0
Maurilândia,N/A de 2024,0
Maurilândia,N/A de 2023,0
Maurilândia,N/A de 2022,0
Maurilândia,Novembro de 2024,0
Maurilândia,Novembro de 2023,0
Maurilândia,Novembro de 2022,1
Maurilândia,Dezembro de 2024,0
Maurilândia,Dezembro de 2023,0
Maurilândia,Dezembro de 2022,0
Maurilândia,Julho de 2024,0
Maurilândia,Julho de 2023,2
Maurilândia,Julho de 2022,0
Maurilândia,Abril de 2024,0
Maurilândia,Abril de 2023,0
Maurilândia,Abril de 2022,0
Vila Boa,Agosto de 2024,0
Vila Boa,Agosto de 2023,0
Vila Boa,Agosto de 2022,0
Vila Boa,Março de 2024,0
Vila Boa,Março de 2023,0
Vila Boa,Março de 2022,0
Vila Boa,Setembro de 2024,0
Vila Boa,Setembro de 2023,0
Vila Boa,Setembro de 2022,0
Vila Boa,Janeiro de 2024,0
Vila Boa,Janeiro de 2023,0
Vila Boa,Janeiro de 2022,0
Vila Boa,Maio de 2024,1
Vila Boa,Maio de 2023,1
Vila Boa,Maio de 2022,0
Vila Boa,Junho de 2024,0
Vila Boa,Junho de 2023,1
Vila Boa,Junho de 2022,0
Vila Boa,Fevereiro de 2024,0
Vila Boa,Fevereiro de 2023,0
Vila Boa,Fevereiro de 2022,0
Vila Boa,Outubro de 2024,0
Vila Boa,Outubro de 2023,0
Vila Boa,Outubro de 2022,0
Vila Boa,N/A de 2024,0
Vila Boa,N/A de 2023,0
Vila Boa,N/A de 2022,0
Vila Boa,Novembro de 2024,0
Vila Boa,Novembro de 2023,0
Vila Boa,Novembro de 2022,0
Vila Boa,Dezembro de 2024,0
Vila Boa,Dezembro de 2023,0
Vila Boa,Dezembro de 2022,0
Vila Boa,Julho de 2024,0
Vila Boa,Julho de 2023,0
Vila Boa,Julho de 2022,0
Vila Boa,Abril de 2024,0
Vila Boa,Abril de 2023,0
Vila Boa,Abril de 2022,0
Inaciolândia,Agosto de 2024,0
Inaciolândia,Agosto de 2023,0
Inaciolândia,Agosto de 2022,0
Inaciolândia,Março de 2024,0
Inaciolândia,Março de 2023,0
Inaciolândia,Março de 2022,0
Inaciolândia,Setembro de 2024,0
Inaciolândia,Setembro de 2023,0
Inaciolândia,Setembro de 2022,0
Inaciolândia,Janeiro de 2024,0
Inaciolândia,Janeiro de 2023,0
Inaciolândia,Janeiro de 2022,0
Inaciolândia,Maio de 2024,0
Inaciolândia,Maio de 2023,0
Inaciolândia,Maio de 2022,0
Inaciolândia,Junho de 2024,0
Inaciolândia,Junho de 2023,0
Inaciolândia,Junho de 2022,0
Inaciolândia,Fevereiro de 2024,0
Inaciolândia,Fevereiro de 2023,0
Inaciolândia,Fevereiro de 2022,0
Inaciolândia,Outubro de 2024,0
Inaciolândia,Outubro de 2023,0
Inaciolândia,Outubro de 2022,0
Inaciolândia,N/A de 2024,0
Inaciolândia,N/A de 2023,0
Inaciolândia,N/A de 2022,0
Inaciolândia,Novembro de 2024,0
Inaciolândia,Novembro de 2023,0
Inaciolândia,Novembro de 2022,0
Inaciolândia,Dezembro de 2024,0
Inaciolândia,Dezembro de 2023,0
Inaciolândia,Dezembro de 2022,0
Inaciolândia,Julho de 2024,0
Inaciolândia,Julho de 2023,0
Inaciolândia,Julho de 2022,0
Inaciolândia,Abril de 2024,0
Inaciolândia,Abril de 2023,0
Inaciolândia,Abril de 2022,0
Uruaçu,Agosto de 2024,0
Uruaçu,Agosto de 2023,0
Uruaçu,Agosto de 2022,0
Uruaçu,Março de 2024,1
Uruaçu,Março de 2023,0
Uruaçu,Março de 2022,1
Uruaçu,Setembro de 2024,0
Uruaçu,Setembro de 2023,1
Uruaçu,Setembro de 2022,2
Uruaçu,Janeiro de 2024,0
Uruaçu,Janeiro de 2023,1
Uruaçu,Janeiro de 2022,0
Uruaçu,Maio de 2024,0
Uruaçu,Maio de 2023,0
Uruaçu,Maio de 2022,0
Uruaçu,Junho de 2024,1
Uruaçu,Junho de 2023,0
Uruaçu,Junho de 2022,1
Uruaçu,Fevereiro de 2024,2
Uruaçu,Fevereiro de 2023,1
Uruaçu,Fevereiro de 2022,1
Uruaçu,Outubro de 2024,0
Uruaçu,Outubro de 2023,0
Uruaçu,Outubro de 2022,0
Uruaçu,N/A de 2024,0
Uruaçu,N/A de 2023,0
Uruaçu,N/A de 2022,0
Uruaçu,Novembro de 2024,0
Uruaçu,Novembro de 2023,0
Uruaçu,Novembro de 2022,0
Uruaçu,Dezembro de 2024,0
Uruaçu,Dezembro de 2023,0
Uruaçu,Dezembro de 2022,0
Uruaçu,Julho de 2024,0
Uruaçu,Julho de 2023,0
Uruaçu,Julho de 2022,0
Uruaçu,Abril de 2024,0
Uruaçu,Abril de 2023,0
Uruaçu,Abril de 2022,0
Aruanã,Agosto de 2024,0
Aruanã,Agosto de 2023,0
Aruanã,Agosto de 2022,1
Aruanã,Março de 2024,0
Aruanã,Março de 2023,0
Aruanã,Março de 2022,1
Aruanã,Setembro de 2024,0
Aruanã,Setembro de 2023,0
Aruanã,Setembro de 2022,0
Aruanã,Janeiro de 2024,1
Aruanã,Janeiro de 2023,0
Aruanã,Janeiro de 2022,0
Aruanã,Maio de 2024,0
Aruanã,Maio de 2023,0
Aruanã,Maio de 2022,0
Aruanã,Junho de 2024,0
Aruanã,Junho de 2023,0
Aruanã,Junho de 2022,0
Aruanã,Fevereiro de 2024,0
Aruanã,Fevereiro de 2023,0
Aruanã,Fevereiro de 2022,0
Aruanã,Outubro de 2024,0
Aruanã,Outubro de 2023,2
Aruanã,Outubro de 2022,0
Aruanã,N/A de 2024,0
Aruanã,N/A de 2023,0
Aruanã,N/A de 2022,0
Aruanã,Novembro de 2024,0
Aruanã,Novembro de 2023,0
Aruanã,Novembro de 2022,1
Aruanã,Dezembro de 2024,0
Aruanã,Dezembro de 2023,0
Aruanã,Dezembro de 2022,0
Aruanã,Julho de 2024,0
Aruanã,Julho de 2023,0
Aruanã,Julho de 2022,0
Aruanã,Abril de 2024,0
Aruanã,Abril de 2023,0
Aruanã,Abril de 2022,0
Padre Bernardo,Agosto de 2024,0
Padre Bernardo,Agosto de 2023,0
Padre Bernardo,Agosto de 2022,0
Padre Bernardo,Março de 2024,1
Padre Bernardo,Março de 2023,0
Padre Bernardo,Março de 2022,0
Padre Bernardo,Setembro de 2024,0
Padre Bernardo,Setembro de 2023,0
Padre Bernardo,Setembro de 2022,0
Padre Bernardo,Janeiro de 2024,0
Padre Bernardo,Janeiro de 2023,0
Padre Bernardo,Janeiro de 2022,0
Padre Bernardo,Maio de 2024,0
Padre Bernardo,Maio de 2023,0
Padre Bernardo,Maio de 2022,2
Padre Bernardo,Junho de 2024,0
Padre Bernardo,Junho de 2023,1
Padre Bernardo,Junho de 2022,0
Padre Bernardo,Fevereiro de 2024,0
Padre Bernardo,Fevereiro de 2023,0
Padre Bernardo,Fevereiro de 2022,0
Padre Bernardo,Outubro de 2024,0
Padre Bernardo,Outubro de 2023,1
Padre Bernardo,Outubro de 2022,1
Padre Bernardo,N/A de 2024,0
Padre Bernardo,N/A de 2023,0
Padre Bernardo,N/A de 2022,0
Padre Bernardo,Novembro de 2024,0
Padre Bernardo,Novembro de 2023,0
Padre Bernardo,Novembro de 2022,1
Padre Bernardo,Dezembro de 2024,0
Padre Bernardo,Dezembro de 2023,0
Padre Bernardo,Dezembro de 2022,0
Padre Bernardo,Julho de 2024,0
Padre Bernardo,Julho de 2023,0
Padre Bernardo,Julho de 2022,0
Padre Bernardo,Abril de 2024,0
Padre Bernardo,Abril de 2023,0
Padre Bernardo,Abril de 2022,0
Iaciara,Agosto de 2024,0
